Column1,Column12
満員電車でのお勤め、いつも、 。,1
 ,0
まるで商標登録したことを期間すぎるまで黙ってた人みたいに ,1
 ,0
この大学の魅力は 。,1
日本人は順応性高いと言うが、これはただのバカだろw##マスクはファッションでもなんでもない、ましてや常につけとくものでもない。3年経ったらそんな程度の『当たり前』すら忘れたか。####そして恥ずかしげもなく報道するTVもどうかしてる。## ？,1
トリガーをちゃんと映画まで履修した知り合いが「俺は好みじゃなかったけど、まぁこういうのが好きな人もいるんでしょうね」って評価だったのが、シントラマン見た瞬間「シントラマン見た後にトリガー勧めてるやつ嘘だろ」って ,1
富察琅_の陰湿さって、性格由来ではなくて だと思う #如懿伝,1
 になって来たな____,0
ほ、ほら、、##今年神宮って ,1
50代の中年層を境に音楽をどう聞くかまるっきり違う傾向があるように思う。##若者は低音、老人は高音中心に聞いてるケースが多い。これは ではないだろうか。###音楽 #ヒップホップ #オーディオ,1
岸田首相は検討するって言うてたし ,1
低糖質もて囃してるんだから ？,1
余裕がある人は ,1
最初にワクチン受けて手厚く保護されてる世代は ,1
侵略戦争って、こちらが何もしてないのに攻めてこられるんですけど・・・。##お花畑って、 ,1
「世界で現役も日本で壊滅 客車列車」ヤフトピを見たが、「箸が転がっても日本は不幸」という編集方針が見事に表れている 。,1
排斥のテクニックは、日々、 ってか。,1
基本クソヤロウだからなんか優しくて って思ってる  クソヤロウ。,1
根に持つタイプって よね,1
私もこのオプチャに参加して粛々と観察しております。マナーを守ってデモの実施を目指していらっしゃるようですが、なんせヤマトQ脱退者や塚口氏やらニコミ会、参政党、マッスル船長等々の顔ぶれ…####各団体が勝手な動きをするであろう…期待のデモ行進です。####ちなみにリーダーはヤマトQ熊本!,1
#自民党を許しません　#自民党は全員落選させよう　 ,1
マーガレット##魔弾装備  ヤンキー気質 ##気が強く喧嘩早いが気持ちや感情に敏感で傷つきやすい男。今はメーゼにDVされてる。可哀想。前彼にも同じ事されてませんでした？ちなみにマーガレットの花言葉は「真実の愛」らしい。 ,1
逃げ切りスゴイ。もちろんリスペクトはしないが、ある意味で 。,1
フォロワーの周辺でまだ3回目受けるやつがいるんだなと感心してる,1
Taxed Enough Already##またも近づく国政選挙##心のどかに増税歌う##上げろ　上げろよ##上げねばならぬ##上げにや財政ままならぬ,1
女を同じ人間だと思ってないんだなと思うし世の中の女が全員ロマセクでシスヘテロだと思ってそうなところもクソキモいし、己のチ○コを買い被りすぎでは？##シスヘテロの男を見ていて本当によく思うけど ,1
別居の時点で日々の子育てできてないけどできてるってことはちゃんと養育費と生活費を払うってことだな__ ,1
ディズニーもアトラクションのファーストパスに課金かぁ。夢の国なのに、現実的だなぁ。個別指導も「この人に習って、こんなにお高いの？」というケースもありそう。家庭教師で1時間1万円以上の人って、すごいと思う。私はまだまだだなぁ。,1
..........IQが20違うと話が通じないって現象の理由の一つに、高い方が不要と思ったことをはしょるからとか聞いたことがあったけど、こういうことなのかも ,1
その場のルールお構いなしに乗り込む、その傍若無人な思考ルーチンを空でもやっただけのこと。##通告無視/無確認もそんな思考から発生しているのでは。##それを だと思っているのかも。##仕様仕様。,1
ときどき起こる「ウヨがウヨを在日だ通名だと決めつけて同類で争い合う」現象####森友事件の籠池一族も　ウヨから在日扱いされててあれにも笑った####ウヨは超 から凄いんだぞ,1
森林環境税をしてメガソーラ事業は継続とか矛盾していることくらい分かってほしいですね。#### ,1
また国民が政府にむしり取られてるー。でも支持率はキープするから ,1
感想57##いくえエスメの「そんな力があったら、 自分や仲間のために使ってるわよ」に言い返そうとして口籠もり、ぐぬぬってなるまっしゅフロロー。でもフロローの「 、真実を捻ってみせる」も上手い返しだと思う,1
実際の自分とは距離ができるし、街を歩いていても皆が｢ ｣と思って話し掛けてこないから、いいですね,1
普通に通報したけど、こんなことガチで考えてるのなら と思う。##可哀想。,1
アレギラさん、強いのは初回だけパターンにならないと ,1
よし、今日は自動車税のために働くぞ〜__,1
カフェにて隣の席の女性2人####A「Bちゃんって苦労知らなさそうだね。」####B「そうなんですー。実家がお金持ちで苦労してないです！」####A「………。」####むしろ ！！！！！####はい、おはようございます__,1
語彙を増やす為に読書をさせた親に育てられた子が「頭の良さそうな表現だが内容が薄い」と教授に指摘された上に言葉の 、あのツイートみたい,1
免罪符と女性からの称賛への欲求が強いんだよなあ。実際の性犯罪者批判より『可視化されやすい』売買春批判・エロ作品批判の方が妙に過激で他責的に振る舞う人って、性的抑圧キツそう。 ,1
それに対して「羨ましい人生ですよ、それは」「あなたな無欲なんですね」と言う台詞が生まれたり、逆に「お前こそ雑念が多すぎるんじゃないのか」と言う台詞も生まれて、なるほどそうかもなと一人で納得する。,1
ファッションショーの原色の暴力！って感じのノリノリな河底先生も好きだし正統派に格好いいデュエダンの衣装に鮮やかな青を には居られない河底先生も大好き__,1
